id,uid,text
247,50,ca05be12-a744-11ea-a275-149d997bb0cb
248,50,ca05be30-a744-11ea-a275-149d997bb0cb
249,50,ca05be4e-a744-11ea-a275-149d997bb0cb
250,50,ca05be6c-a744-11ea-a275-149d997bb0cb
251,50,ca05be8a-a744-11ea-a275-149d997bb0cb
252,51,ca05bed0-a744-11ea-a275-149d997bb0cb
253,51,ca05bf02-a744-11ea-a275-149d997bb0cb
254,51,ca05bf20-a744-11ea-a275-149d997bb0cb
255,52,ca05bf66-a744-11ea-a275-149d997bb0cb
256,52,ca05bf98-a744-11ea-a275-149d997bb0cb
257,52,ca05bfb6-a744-11ea-a275-149d997bb0cb
258,52,ca05bfd4-a744-11ea-a275-149d997bb0cb
259,52,ca05bff2-a744-11ea-a275-149d997bb0cb
260,52,ca05c010-a744-11ea-a275-149d997bb0cb
261,53,ca05c056-a744-11ea-a275-149d997bb0cb
262,53,ca05c074-a744-11ea-a275-149d997bb0cb
263,53,ca05c092-a744-11ea-a275-149d997bb0cb
264,53,ca05c0b0-a744-11ea-a275-149d997bb0cb
265,53,ca05c0d8-a744-11ea-a275-149d997bb0cb
266,54,ca05c114-a744-11ea-a275-149d997bb0cb
267,55,ca05c15a-a744-11ea-a275-149d997bb0cb
268,55,ca05c236-a744-11ea-a275-149d997bb0cb
269,55,ca05c254-a744-11ea-a275-149d997bb0cb
270,55,ca05c272-a744-11ea-a275-149d997bb0cb
271,55,ca05c2ae-a744-11ea-a275-149d997bb0cb
272,56,ca05c2ea-a744-11ea-a275-149d997bb0cb
273,56,ca05c312-a744-11ea-a275-149d997bb0cb
274,56,ca05c330-a744-11ea-a275-149d997bb0cb
275,56,ca05c34e-a744-11ea-a275-149d997bb0cb
276,56,ca05c42a-a744-11ea-a275-149d997bb0cb
277,56,ca05c448-a744-11ea-a275-149d997bb0cb
278,56,ca05c470-a744-11ea-a275-149d997bb0cb
279,56,ca05c54c-a744-11ea-a275-149d997bb0cb
280,56,ca05c56a-a744-11ea-a275-149d997bb0cb
281,56,ca05c588-a744-11ea-a275-149d997bb0cb
282,57,ca05c5ce-a744-11ea-a275-149d997bb0cb
283,57,ca05c5ec-a744-11ea-a275-149d997bb0cb
284,57,ca05c628-a744-11ea-a275-149d997bb0cb
285,57,ca05c650-a744-11ea-a275-149d997bb0cb
286,57,ca05c66e-a744-11ea-a275-149d997bb0cb
287,57,ca05c74a-a744-11ea-a275-149d997bb0cb
288,57,ca05c768-a744-11ea-a275-149d997bb0cb
289,57,ca05c786-a744-11ea-a275-149d997bb0cb
290,57,ca05c7a4-a744-11ea-a275-149d997bb0cb
291,57,ca05c7c2-a744-11ea-a275-149d997bb0cb
292,58,ca05c812-a744-11ea-a275-149d997bb0cb
293,58,ca05c83a-a744-11ea-a275-149d997bb0cb
294,58,ca05c858-a744-11ea-a275-149d997bb0cb
295,58,ca05c876-a744-11ea-a275-149d997bb0cb
296,58,ca05c894-a744-11ea-a275-149d997bb0cb
297,59,ca05c8da-a744-11ea-a275-149d997bb0cb
298,59,ca05c902-a744-11ea-a275-149d997bb0cb
299,59,ca05c934-a744-11ea-a275-149d997bb0cb
300,59,ca05c952-a744-11ea-a275-149d997bb0cb
301,59,ca05c970-a744-11ea-a275-149d997bb0cb
302,59,ca05c98e-a744-11ea-a275-149d997bb0cb
303,60,ca05c9d4-a744-11ea-a275-149d997bb0cb
304,60,ca05c9f2-a744-11ea-a275-149d997bb0cb
305,60,ca05ca10-a744-11ea-a275-149d997bb0cb
306,60,ca05ca2e-a744-11ea-a275-149d997bb0cb
307,60,ca05ca4c-a744-11ea-a275-149d997bb0cb
308,60,ca05ca74-a744-11ea-a275-149d997bb0cb
309,60,ca05ca92-a744-11ea-a275-149d997bb0cb
310,60,ca05caba-a744-11ea-a275-149d997bb0cb
311,60,ca05cae2-a744-11ea-a275-149d997bb0cb
312,60,ca05cb0a-a744-11ea-a275-149d997bb0cb
313,61,ca05cb50-a744-11ea-a275-149d997bb0cb
314,61,ca05cb78-a744-11ea-a275-149d997bb0cb
315,61,ca05cb96-a744-11ea-a275-149d997bb0cb
316,61,ca05cbb4-a744-11ea-a275-149d997bb0cb
317,61,ca05cbd2-a744-11ea-a275-149d997bb0cb
318,61,ca05cbf0-a744-11ea-a275-149d997bb0cb
319,61,ca05cc0e-a744-11ea-a275-149d997bb0cb
320,61,ca05cc2c-a744-11ea-a275-149d997bb0cb
321,61,ca05cc54-a744-11ea-a275-149d997bb0cb
322,62,ca05cc90-a744-11ea-a275-149d997bb0cb
323,62,ca05ccb8-a744-11ea-a275-149d997bb0cb
324,62,ca05ccd6-a744-11ea-a275-149d997bb0cb
325,62,ca05ccf4-a744-11ea-a275-149d997bb0cb
326,62,ca05cd26-a744-11ea-a275-149d997bb0cb
327,62,ca05cd44-a744-11ea-a275-149d997bb0cb
328,62,ca05cd6c-a744-11ea-a275-149d997bb0cb
329,62,ca05cd8a-a744-11ea-a275-149d997bb0cb
330,62,ca05cda8-a744-11ea-a275-149d997bb0cb
331,62,ca05cdc6-a744-11ea-a275-149d997bb0cb
332,63,ca05ce0c-a744-11ea-a275-149d997bb0cb
333,63,ca05ce3e-a744-11ea-a275-149d997bb0cb
334,63,ca05ce5c-a744-11ea-a275-149d997bb0cb
335,63,ca05ce84-a744-11ea-a275-149d997bb0cb
336,63,ca05cea2-a744-11ea-a275-149d997bb0cb
337,63,ca05cec0-a744-11ea-a275-149d997bb0cb
338,64,ca05cefc-a744-11ea-a275-149d997bb0cb
339,64,ca05cf1a-a744-11ea-a275-149d997bb0cb
340,64,ca05cf42-a744-11ea-a275-149d997bb0cb
341,64,ca05cf60-a744-11ea-a275-149d997bb0cb
342,64,ca05cf88-a744-11ea-a275-149d997bb0cb
343,64,ca05cfb0-a744-11ea-a275-149d997bb0cb
344,64,ca05cfd8-a744-11ea-a275-149d997bb0cb
345,64,ca05d000-a744-11ea-a275-149d997bb0cb
346,64,ca05d01e-a744-11ea-a275-149d997bb0cb
347,65,ca05d05a-a744-11ea-a275-149d997bb0cb
348,65,ca05d082-a744-11ea-a275-149d997bb0cb
349,65,ca05d0a0-a744-11ea-a275-149d997bb0cb
350,65,ca05d0be-a744-11ea-a275-149d997bb0cb
351,65,ca05d0dc-a744-11ea-a275-149d997bb0cb
352,65,ca05d0fa-a744-11ea-a275-149d997bb0cb
353,65,ca05d12c-a744-11ea-a275-149d997bb0cb
354,65,ca05d154-a744-11ea-a275-149d997bb0cb
355,65,ca05d172-a744-11ea-a275-149d997bb0cb
356,66,ca05d1b8-a744-11ea-a275-149d997bb0cb
357,66,ca05d1e0-a744-11ea-a275-149d997bb0cb
358,66,ca05d1fe-a744-11ea-a275-149d997bb0cb
359,66,ca05d21c-a744-11ea-a275-149d997bb0cb
360,66,ca05d244-a744-11ea-a275-149d997bb0cb
361,66,ca05d262-a744-11ea-a275-149d997bb0cb
362,67,ca05d2a8-a744-11ea-a275-149d997bb0cb
363,67,ca05d2c6-a744-11ea-a275-149d997bb0cb
364,67,ca05d2e4-a744-11ea-a275-149d997bb0cb
365,67,ca05d302-a744-11ea-a275-149d997bb0cb
366,67,ca05d320-a744-11ea-a275-149d997bb0cb
367,67,ca05d348-a744-11ea-a275-149d997bb0cb
368,67,ca05d37a-a744-11ea-a275-149d997bb0cb
369,67,ca05d398-a744-11ea-a275-149d997bb0cb
370,68,ca05d3de-a744-11ea-a275-149d997bb0cb
371,68,ca05d406-a744-11ea-a275-149d997bb0cb
372,68,ca05d42e-a744-11ea-a275-149d997bb0cb
373,70,ca05d49c-a744-11ea-a275-149d997bb0cb
374,71,ca05d4e2-a744-11ea-a275-149d997bb0cb
375,71,ca05d500-a744-11ea-a275-149d997bb0cb
376,71,ca05d528-a744-11ea-a275-149d997bb0cb
377,71,ca05d550-a744-11ea-a275-149d997bb0cb
378,71,ca05d56e-a744-11ea-a275-149d997bb0cb
379,71,ca05d58c-a744-11ea-a275-149d997bb0cb
380,71,ca05d5b4-a744-11ea-a275-149d997bb0cb
381,71,ca05d5d2-a744-11ea-a275-149d997bb0cb
382,71,ca05d5f0-a744-11ea-a275-149d997bb0cb
383,71,ca05d618-a744-11ea-a275-149d997bb0cb
384,72,ca05d65e-a744-11ea-a275-149d997bb0cb
385,72,ca05d686-a744-11ea-a275-149d997bb0cb
386,72,ca05d6c2-a744-11ea-a275-149d997bb0cb
387,72,ca05d6e0-a744-11ea-a275-149d997bb0cb
388,72,ca05d708-a744-11ea-a275-149d997bb0cb
389,72,ca05d726-a744-11ea-a275-149d997bb0cb
390,73,ca05d780-a744-11ea-a275-149d997bb0cb
391,73,ca05d7bc-a744-11ea-a275-149d997bb0cb
392,73,ca05d7da-a744-11ea-a275-149d997bb0cb
393,74,ca05d82a-a744-11ea-a275-149d997bb0cb
394,74,ca05d852-a744-11ea-a275-149d997bb0cb
395,74,ca05d87a-a744-11ea-a275-149d997bb0cb
396,74,ca05d8a2-a744-11ea-a275-149d997bb0cb
397,74,ca05d8c0-a744-11ea-a275-149d997bb0cb
398,74,ca05d8e8-a744-11ea-a275-149d997bb0cb
399,74,ca05d906-a744-11ea-a275-149d997bb0cb
400,75,ca05d956-a744-11ea-a275-149d997bb0cb
401,75,ca05d97e-a744-11ea-a275-149d997bb0cb
402,75,ca05d99c-a744-11ea-a275-149d997bb0cb
403,75,ca05d9c4-a744-11ea-a275-149d997bb0cb
404,75,ca05d9e2-a744-11ea-a275-149d997bb0cb
405,75,ca05da00-a744-11ea-a275-149d997bb0cb
406,75,ca05da28-a744-11ea-a275-149d997bb0cb
407,75,ca05da46-a744-11ea-a275-149d997bb0cb
408,76,ca05da96-a744-11ea-a275-149d997bb0cb
409,76,ca05dab4-a744-11ea-a275-149d997bb0cb
410,76,ca05daf0-a744-11ea-a275-149d997bb0cb
411,76,ca05db22-a744-11ea-a275-149d997bb0cb
412,76,ca05db4a-a744-11ea-a275-149d997bb0cb
413,76,ca05de74-a744-11ea-a275-149d997bb0cb
414,76,ca05deb0-a744-11ea-a275-149d997bb0cb
415,76,ca05ded8-a744-11ea-a275-149d997bb0cb
416,76,ca05def6-a744-11ea-a275-149d997bb0cb
417,78,ca05df64-a744-11ea-a275-149d997bb0cb
418,79,ca05dfa0-a744-11ea-a275-149d997bb0cb
419,79,ca05dfc8-a744-11ea-a275-149d997bb0cb
420,79,ca05dfe6-a744-11ea-a275-149d997bb0cb
421,79,ca05e004-a744-11ea-a275-149d997bb0cb
422,79,ca05e02c-a744-11ea-a275-149d997bb0cb
423,79,ca05e04a-a744-11ea-a275-149d997bb0cb
424,79,ca05e068-a744-11ea-a275-149d997bb0cb
425,79,ca05e086-a744-11ea-a275-149d997bb0cb
426,80,ca05e0cc-a744-11ea-a275-149d997bb0cb
427,80,ca05e0ea-a744-11ea-a275-149d997bb0cb
428,80,ca05e126-a744-11ea-a275-149d997bb0cb
429,80,ca05e144-a744-11ea-a275-149d997bb0cb
430,80,ca05e16c-a744-11ea-a275-149d997bb0cb
431,81,ca05e1b2-a744-11ea-a275-149d997bb0cb
432,81,ca05e1da-a744-11ea-a275-149d997bb0cb
433,81,ca05e1f8-a744-11ea-a275-149d997bb0cb
434,81,ca05e216-a744-11ea-a275-149d997bb0cb
435,81,ca05e234-a744-11ea-a275-149d997bb0cb
436,82,ca05e27a-a744-11ea-a275-149d997bb0cb
437,82,ca05e298-a744-11ea-a275-149d997bb0cb
438,83,ca05e2de-a744-11ea-a275-149d997bb0cb
439,83,ca05e2fc-a744-11ea-a275-149d997bb0cb
440,83,ca05e31a-a744-11ea-a275-149d997bb0cb
441,83,ca05e338-a744-11ea-a275-149d997bb0cb
442,83,ca05e356-a744-11ea-a275-149d997bb0cb
443,83,ca05e37e-a744-11ea-a275-149d997bb0cb
444,83,ca05e39c-a744-11ea-a275-149d997bb0cb
445,83,ca05e3ba-a744-11ea-a275-149d997bb0cb
446,83,ca05e3d8-a744-11ea-a275-149d997bb0cb
447,83,ca05e3f6-a744-11ea-a275-149d997bb0cb
448,84,ca05e446-a744-11ea-a275-149d997bb0cb
449,84,ca05e478-a744-11ea-a275-149d997bb0cb
450,84,ca05e496-a744-11ea-a275-149d997bb0cb
451,84,ca05e4be-a744-11ea-a275-149d997bb0cb
452,84,ca05e4e6-a744-11ea-a275-149d997bb0cb
453,85,ca05e52c-a744-11ea-a275-149d997bb0cb
454,85,ca05e54a-a744-11ea-a275-149d997bb0cb
455,85,ca05e572-a744-11ea-a275-149d997bb0cb
456,85,ca05e590-a744-11ea-a275-149d997bb0cb
457,86,ca05e5cc-a744-11ea-a275-149d997bb0cb
458,87,ca05e608-a744-11ea-a275-149d997bb0cb
459,87,ca05e630-a744-11ea-a275-149d997bb0cb
460,87,ca05e64e-a744-11ea-a275-149d997bb0cb
461,87,ca05e66c-a744-11ea-a275-149d997bb0cb
462,87,ca05e68a-a744-11ea-a275-149d997bb0cb
463,87,ca05e6b2-a744-11ea-a275-149d997bb0cb
464,87,ca05e6d0-a744-11ea-a275-149d997bb0cb
465,87,ca05e6ee-a744-11ea-a275-149d997bb0cb
466,88,ca05e72a-a744-11ea-a275-149d997bb0cb
467,88,ca05e752-a744-11ea-a275-149d997bb0cb
468,88,ca05e77a-a744-11ea-a275-149d997bb0cb
