name1,name2,target
alp,erdem,1
alp,esra,1
alp,fatma,0
alp,firdevs,0
alp,gunay,0
alp,halis,0
alp,huseyin,0
alp,ismail,0
alp,kubra,0
alp,levent,0
alp,mediha1,0
alp,mediha2,0
alp,mehmet1,0
alp,mehmet2,0
alp,melis,1
alp,mete,0
alp,muhammer,0
alp,muhittin,0
alp,murat1,0
alp,murat2,0
alp,nalan,0
alp,neriman,0
alp,nesrin,0
alp,nida,1
alp,recep,0
alp,sadullah,0
alp,secil,1
alp,sevcan,0
alp,sibel,0
alp,yavuz,1
alp,yildirim,0
alp,yusuf1,0
alp,yusuf2,0
alp,yusuf3,1
alp,zeynep,1
anil,ayse,0
anil,ayten,0
anil,batuhan,1
anil,bedriye,0
anil,cagdas,1
anil,cemile,0
anil,dilber,0
anil,dilek,0
anil,erdem,1
anil,esra,1
anil,fatma,0
anil,firdevs,0
anil,gunay,0
anil,halis,0
anil,huseyin,0
anil,ismail,0
anil,kubra,0
anil,levent,0
anil,mediha1,0
anil,mediha2,0
anil,mehmet1,0
anil,mehmet2,0
anil,melis,1
anil,mete,0
anil,muhammer,0
anil,muhittin,0
anil,murat1,0
anil,murat2,0
anil,nalan,0
anil,neriman,0
anil,nesrin,0
anil,nida,1
anil,recep,0
anil,sadullah,0
anil,secil,1
anil,sevcan,0
anil,sibel,0
anil,yavuz,1
anil,yildirim,0
anil,yusuf1,0
anil,yusuf2,0
anil,yusuf3,1
anil,zeynep,1
ayse,ayten,0
ayse,batuhan,0
ayse,bedriye,0
ayse,cagdas,0
ayse,cemile,0
ayse,dilber,0
ayse,dilek,0
ayse,erdem,0
ayse,esra,0
ayse,fatma,0
ayse,firdevs,0
ayse,gunay,0
ayse,halis,0
ayse,huseyin,0
ayse,ismail,0
ayse,kubra,0
ayse,levent,0
ayse,mediha1,0
ayse,mediha2,0
ayse,mehmet1,0
ayse,mehmet2,0
ayse,melis,0
ayse,mete,0
ayse,muhammer,0
ayse,muhittin,0
ayse,murat1,0
ayse,murat2,0
ayse,nalan,0
ayse,neriman,0
ayse,nesrin,0
ayse,nida,0
ayse,recep,0
ayse,sadullah,0
ayse,secil,0
ayse,sevcan,0
ayse,sibel,0
ayse,yavuz,0
ayse,yildirim,0
ayse,yusuf1,0
ayse,yusuf2,0
ayse,yusuf3,0
ayse,zeynep,0
ayten,batuhan,0
ayten,bedriye,0
ayten,cagdas,0
ayten,cemile,0
ayten,dilber,0
ayten,dilek,0
ayten,erdem,0
ayten,esra,0
ayten,fatma,0
ayten,firdevs,0
ayten,gunay,0
ayten,halis,0
ayten,huseyin,0
ayten,ismail,0
ayten,kubra,0
ayten,levent,0
ayten,mediha1,0
ayten,mediha2,0
ayten,mehmet1,0
ayten,mehmet2,0
ayten,melis,0
ayten,mete,0
ayten,muhammer,0
ayten,muhittin,0
ayten,murat1,0
ayten,murat2,0
ayten,nalan,0
ayten,neriman,0
ayten,nesrin,0
ayten,nida,0
ayten,recep,0
ayten,sadullah,0
ayten,secil,0
ayten,sevcan,0
ayten,sibel,0
ayten,yavuz,0
ayten,yildirim,0
ayten,yusuf1,0
ayten,yusuf2,0
ayten,yusuf3,0
ayten,zeynep,0
batuhan,bedriye,0
batuhan,cagdas,1
batuhan,cemile,0
batuhan,dilber,0
batuhan,dilek,0
batuhan,erdem,1
batuhan,esra,1
batuhan,fatma,0
batuhan,firdevs,0
batuhan,gunay,0
batuhan,halis,0
batuhan,huseyin,0
batuhan,ismail,0
batuhan,kubra,0
batuhan,levent,0
batuhan,mediha1,0
batuhan,mediha2,0
batuhan,mehmet1,0
batuhan,mehmet2,0
batuhan,melis,1
batuhan,mete,0
batuhan,muhammer,0
batuhan,muhittin,0
batuhan,murat1,0
batuhan,murat2,0
batuhan,nalan,0
batuhan,neriman,0
batuhan,nesrin,0
batuhan,nida,1
batuhan,recep,0
batuhan,sadullah,0
batuhan,secil,1
batuhan,sevcan,0
batuhan,sibel,0
batuhan,yavuz,1
batuhan,yildirim,0
batuhan,yusuf1,0
batuhan,yusuf2,0
batuhan,yusuf3,1
batuhan,zeynep,1
bedriye,cagdas,0
bedriye,cemile,0
bedriye,dilber,0
bedriye,dilek,0
bedriye,erdem,0
bedriye,esra,0
bedriye,fatma,0
bedriye,firdevs,0
bedriye,gunay,0
bedriye,halis,0
bedriye,huseyin,0
bedriye,ismail,0
bedriye,kubra,0
bedriye,levent,0
bedriye,mediha1,0
bedriye,mediha2,0
bedriye,mehmet1,0
bedriye,mehmet2,0
bedriye,melis,0
bedriye,mete,0
bedriye,muhammer,0
bedriye,muhittin,0
bedriye,murat1,0
bedriye,murat2,0
bedriye,nalan,0
bedriye,neriman,0
bedriye,nesrin,0
bedriye,nida,0
bedriye,recep,0
bedriye,sadullah,0
bedriye,secil,0
bedriye,sevcan,0
bedriye,sibel,0
bedriye,yavuz,0
bedriye,yildirim,0
bedriye,yusuf1,0
bedriye,yusuf2,0
bedriye,yusuf3,0
bedriye,zeynep,0
cagdas,cemile,0
cagdas,dilber,0
cagdas,dilek,0
cagdas,erdem,1
cagdas,esra,1
cagdas,fatma,0
cagdas,firdevs,0
cagdas,gunay,0
cagdas,halis,0
cagdas,huseyin,0
cagdas,ismail,0
cagdas,kubra,0
cagdas,levent,0
cagdas,mediha1,0
cagdas,mediha2,0
cagdas,mehmet1,0
cagdas,mehmet2,0
cagdas,melis,1
cagdas,mete,0
cagdas,muhammer,0
cagdas,muhittin,0
cagdas,murat1,0
cagdas,murat2,0
cagdas,nalan,0
cagdas,neriman,0
cagdas,nesrin,0
cagdas,nida,1
cagdas,recep,0
cagdas,sadullah,0
cagdas,secil,1
cagdas,sevcan,0
cagdas,sibel,0
cagdas,yavuz,1
cagdas,yildirim,0
cagdas,yusuf1,0
cagdas,yusuf2,0
cagdas,yusuf3,1
cagdas,zeynep,1
cemile,dilber,0
cemile,dilek,0
cemile,erdem,0
cemile,esra,0
cemile,fatma,0
cemile,firdevs,0
cemile,gunay,0
cemile,halis,0
cemile,huseyin,0
cemile,ismail,0
cemile,kubra,0
cemile,levent,0
cemile,mediha1,0
cemile,mediha2,0
cemile,mehmet1,0
cemile,mehmet2,0
cemile,melis,0
cemile,mete,0
cemile,muhammer,0
cemile,muhittin,0
cemile,murat1,0
cemile,murat2,0
cemile,nalan,0
cemile,neriman,0
cemile,nesrin,0
cemile,nida,0
cemile,recep,0
cemile,sadullah,0
cemile,secil,0
cemile,sevcan,0
cemile,sibel,0
cemile,yavuz,0
cemile,yildirim,0
cemile,yusuf1,0
cemile,yusuf2,0
cemile,yusuf3,0
cemile,zeynep,0
dilber,dilek,1
dilber,erdem,0
dilber,esra,0
dilber,fatma,0
dilber,firdevs,1
dilber,gunay,0
dilber,halis,1
dilber,huseyin,0
dilber,ismail,0
dilber,kubra,1
dilber,levent,0
dilber,mediha1,0
dilber,mediha2,1
dilber,mehmet1,0
dilber,mehmet2,0
dilber,melis,0
dilber,mete,1
dilber,muhammer,0
dilber,muhittin,0
dilber,murat1,1
dilber,murat2,1
dilber,nalan,0
dilber,neriman,0
dilber,nesrin,0
dilber,nida,0
dilber,recep,0
dilber,sadullah,1
dilber,secil,0
dilber,sevcan,1
dilber,sibel,0
dilber,yavuz,0
dilber,yildirim,1
dilber,yusuf1,0
dilber,yusuf2,1
dilber,yusuf3,0
dilber,zeynep,0
dilek,erdem,0
dilek,esra,0
dilek,fatma,0
dilek,firdevs,1
dilek,gunay,0
dilek,halis,1
dilek,huseyin,0
dilek,ismail,0
dilek,kubra,1
dilek,levent,0
dilek,mediha1,0
dilek,mediha2,1
dilek,mehmet1,0
dilek,mehmet2,0
dilek,melis,0
dilek,mete,1
dilek,muhammer,0
dilek,muhittin,0
dilek,murat1,1
dilek,murat2,1
dilek,nalan,0
dilek,neriman,0
dilek,nesrin,0
dilek,nida,0
dilek,recep,0
dilek,sadullah,1
dilek,secil,0
dilek,sevcan,1
dilek,sibel,0
dilek,yavuz,0
dilek,yildirim,1
dilek,yusuf1,0
dilek,yusuf2,1
dilek,yusuf3,0
dilek,zeynep,0
erdem,esra,1
erdem,fatma,0
erdem,firdevs,0
erdem,gunay,0
erdem,halis,0
erdem,huseyin,0
erdem,ismail,0
erdem,kubra,0
erdem,levent,0
erdem,mediha1,0
erdem,mediha2,0
erdem,mehmet1,0
erdem,mehmet2,0
erdem,melis,1
erdem,mete,0
erdem,muhammer,0
erdem,muhittin,0
erdem,murat1,0
erdem,murat2,0
erdem,nalan,0
erdem,neriman,0
erdem,nesrin,0
erdem,nida,1
erdem,recep,0
erdem,sadullah,0
erdem,secil,1
erdem,sevcan,0
erdem,sibel,0
erdem,yavuz,1
erdem,yildirim,0
erdem,yusuf1,0
erdem,yusuf2,0
erdem,yusuf3,1
erdem,zeynep,1
esra,fatma,0
esra,firdevs,0
esra,gunay,0
esra,halis,0
esra,huseyin,0
esra,ismail,0
esra,kubra,0
esra,levent,0
esra,mediha1,0
esra,mediha2,0
esra,mehmet1,0
esra,mehmet2,0
esra,melis,1
esra,mete,0
esra,muhammer,0
esra,muhittin,0
esra,murat1,0
esra,murat2,0
esra,nalan,0
esra,neriman,0
esra,nesrin,0
esra,nida,1
esra,recep,0
esra,sadullah,0
esra,secil,1
esra,sevcan,0
esra,sibel,0
esra,yavuz,1
esra,yildirim,0
esra,yusuf1,0
esra,yusuf2,0
esra,yusuf3,1
esra,zeynep,1
fatma,firdevs,0
fatma,gunay,0
fatma,halis,0
fatma,huseyin,0
fatma,ismail,1
fatma,kubra,0
fatma,levent,0
fatma,mediha1,0
fatma,mediha2,0
fatma,mehmet1,1
fatma,mehmet2,0
fatma,melis,0
fatma,mete,0
fatma,muhammer,0
fatma,muhittin,0
fatma,murat1,0
fatma,murat2,0
fatma,nalan,0
fatma,neriman,1
fatma,nesrin,1
fatma,nida,0
fatma,recep,0
fatma,sadullah,0
fatma,secil,0
fatma,sevcan,0
fatma,sibel,0
fatma,yavuz,0
fatma,yildirim,0
fatma,yusuf1,0
fatma,yusuf2,0
fatma,yusuf3,0
fatma,zeynep,0
firdevs,gunay,0
firdevs,halis,1
firdevs,huseyin,0
firdevs,ismail,0
firdevs,kubra,1
firdevs,levent,0
firdevs,mediha1,0
firdevs,mediha2,1
firdevs,mehmet1,0
firdevs,mehmet2,0
firdevs,melis,0
firdevs,mete,1
firdevs,muhammer,0
firdevs,muhittin,0
firdevs,murat1,1
firdevs,murat2,1
firdevs,nalan,0
firdevs,neriman,0
firdevs,nesrin,0
firdevs,nida,0
firdevs,recep,0
firdevs,sadullah,1
firdevs,secil,0
firdevs,sevcan,1
firdevs,sibel,0
firdevs,yavuz,0
firdevs,yildirim,1
firdevs,yusuf1,0
firdevs,yusuf2,1
firdevs,yusuf3,0
firdevs,zeynep,0
gunay,halis,0
gunay,huseyin,0
gunay,ismail,0
gunay,kubra,0
gunay,levent,0
gunay,mediha1,0
gunay,mediha2,0
gunay,mehmet1,0
gunay,mehmet2,0
gunay,melis,0
gunay,mete,0
gunay,muhammer,0
gunay,muhittin,0
gunay,murat1,0
gunay,murat2,0
gunay,nalan,0
gunay,neriman,0
gunay,nesrin,0
gunay,nida,0
gunay,recep,0
gunay,sadullah,0
gunay,secil,0
gunay,sevcan,0
gunay,sibel,0
gunay,yavuz,0
gunay,yildirim,0
gunay,yusuf1,0
gunay,yusuf2,0
gunay,yusuf3,0
gunay,zeynep,0
halis,huseyin,0
halis,ismail,0
halis,kubra,1
halis,levent,0
halis,mediha1,0
halis,mediha2,1
halis,mehmet1,0
halis,mehmet2,0
halis,melis,0
halis,mete,1
halis,muhammer,0
halis,muhittin,0
halis,murat1,1
halis,murat2,1
halis,nalan,0
halis,neriman,0
halis,nesrin,0
halis,nida,0
halis,recep,0
halis,sadullah,1
halis,secil,0
halis,sevcan,1
halis,sibel,0
halis,yavuz,0
halis,yildirim,1
halis,yusuf1,0
halis,yusuf2,1
halis,yusuf3,0
halis,zeynep,0
huseyin,ismail,0
huseyin,kubra,0
huseyin,levent,0
huseyin,mediha1,0
huseyin,mediha2,0
huseyin,mehmet1,0
huseyin,mehmet2,0
huseyin,melis,0
huseyin,mete,0
huseyin,muhammer,0
huseyin,muhittin,0
huseyin,murat1,0
huseyin,murat2,0
huseyin,nalan,0
huseyin,neriman,0
huseyin,nesrin,0
huseyin,nida,0
huseyin,recep,0
huseyin,sadullah,0
huseyin,secil,0
huseyin,sevcan,0
huseyin,sibel,0
huseyin,yavuz,0
huseyin,yildirim,0
huseyin,yusuf1,0
huseyin,yusuf2,0
huseyin,yusuf3,0
huseyin,zeynep,0
ismail,kubra,0
ismail,levent,0
ismail,mediha1,0
ismail,mediha2,0
ismail,mehmet1,1
ismail,mehmet2,0
ismail,melis,0
ismail,mete,0
ismail,muhammer,0
ismail,muhittin,0
ismail,murat1,0
ismail,murat2,0
ismail,nalan,0
ismail,neriman,1
ismail,nesrin,1
ismail,nida,0
ismail,recep,0
ismail,sadullah,0
ismail,secil,0
ismail,sevcan,0
ismail,sibel,0
ismail,yavuz,0
ismail,yildirim,0
ismail,yusuf1,0
ismail,yusuf2,0
ismail,yusuf3,0
ismail,zeynep,0
kubra,levent,0
kubra,mediha1,0
kubra,mediha2,1
kubra,mehmet1,0
kubra,mehmet2,0
kubra,melis,0
kubra,mete,1
kubra,muhammer,0
kubra,muhittin,0
kubra,murat1,1
kubra,murat2,1
kubra,nalan,0
kubra,neriman,0
kubra,nesrin,0
kubra,nida,0
kubra,recep,0
kubra,sadullah,1
kubra,secil,0
kubra,sevcan,1
kubra,sibel,0
kubra,yavuz,0
kubra,yildirim,1
kubra,yusuf1,0
kubra,yusuf2,1
kubra,yusuf3,0
kubra,zeynep,0
levent,mediha1,0
levent,mediha2,0
levent,mehmet1,0
levent,mehmet2,0
levent,melis,0
levent,mete,0
levent,muhammer,0
levent,muhittin,0
levent,murat1,0
levent,murat2,0
levent,nalan,0
levent,neriman,0
levent,nesrin,0
levent,nida,0
levent,recep,0
levent,sadullah,0
levent,secil,0
levent,sevcan,0
levent,sibel,0
levent,yavuz,0
levent,yildirim,0
levent,yusuf1,0
levent,yusuf2,0
levent,yusuf3,0
levent,zeynep,0
mediha1,mediha2,0
mediha1,mehmet1,0
mediha1,mehmet2,0
mediha1,melis,0
mediha1,mete,0
mediha1,muhammer,0
mediha1,muhittin,0
mediha1,murat1,0
mediha1,murat2,0
mediha1,nalan,0
mediha1,neriman,0
mediha1,nesrin,0
mediha1,nida,0
mediha1,recep,0
mediha1,sadullah,0
mediha1,secil,0
mediha1,sevcan,0
mediha1,sibel,0
mediha1,yavuz,0
mediha1,yildirim,0
mediha1,yusuf1,0
mediha1,yusuf2,0
mediha1,yusuf3,0
mediha1,zeynep,0
mediha2,mehmet1,0
mediha2,mehmet2,0
mediha2,melis,0
mediha2,mete,1
mediha2,muhammer,0
mediha2,muhittin,0
mediha2,murat1,1
mediha2,murat2,1
mediha2,nalan,0
mediha2,neriman,0
mediha2,nesrin,0
mediha2,nida,0
mediha2,recep,0
mediha2,sadullah,1
mediha2,secil,0
mediha2,sevcan,1
mediha2,sibel,0
mediha2,yavuz,0
mediha2,yildirim,1
mediha2,yusuf1,0
mediha2,yusuf2,1
mediha2,yusuf3,0
mediha2,zeynep,0
mehmet1,mehmet2,0
mehmet1,melis,0
mehmet1,mete,0
mehmet1,muhammer,0
mehmet1,muhittin,0
mehmet1,murat1,0
mehmet1,murat2,0
mehmet1,nalan,0
mehmet1,neriman,1
mehmet1,nesrin,1
mehmet1,nida,0
mehmet1,recep,0
mehmet1,sadullah,0
mehmet1,secil,0
mehmet1,sevcan,0
mehmet1,sibel,0
mehmet1,yavuz,0
mehmet1,yildirim,0
mehmet1,yusuf1,0
mehmet1,yusuf2,0
mehmet1,yusuf3,0
mehmet1,zeynep,0
mehmet2,melis,0
mehmet2,mete,0
mehmet2,muhammer,0
mehmet2,muhittin,0
mehmet2,murat1,0
mehmet2,murat2,0
mehmet2,nalan,0
mehmet2,neriman,0
mehmet2,nesrin,0
mehmet2,nida,0
mehmet2,recep,0
mehmet2,sadullah,0
mehmet2,secil,0
mehmet2,sevcan,0
mehmet2,sibel,0
mehmet2,yavuz,0
mehmet2,yildirim,0
mehmet2,yusuf1,0
mehmet2,yusuf2,0
mehmet2,yusuf3,0
mehmet2,zeynep,0
melis,mete,0
melis,muhammer,0
melis,muhittin,0
melis,murat1,0
melis,murat2,0
melis,nalan,0
melis,neriman,0
melis,nesrin,0
melis,nida,1
melis,recep,0
melis,sadullah,0
melis,secil,1
melis,sevcan,0
melis,sibel,0
melis,yavuz,1
melis,yildirim,0
melis,yusuf1,0
melis,yusuf2,0
melis,yusuf3,1
melis,zeynep,1
mete,muhammer,0
mete,muhittin,0
mete,murat1,1
mete,murat2,1
mete,nalan,0
mete,neriman,0
mete,nesrin,0
mete,nida,0
mete,recep,0
mete,sadullah,1
mete,secil,0
mete,sevcan,1
mete,sibel,0
mete,yavuz,0
mete,yildirim,1
mete,yusuf1,0
mete,yusuf2,1
mete,yusuf3,0
mete,zeynep,0
muhammer,muhittin,0
muhammer,murat1,0
muhammer,murat2,0
muhammer,nalan,0
muhammer,neriman,0
muhammer,nesrin,0
muhammer,nida,0
muhammer,recep,0
muhammer,sadullah,0
muhammer,secil,0
muhammer,sevcan,0
muhammer,sibel,0
muhammer,yavuz,0
muhammer,yildirim,0
muhammer,yusuf1,0
muhammer,yusuf2,0
muhammer,yusuf3,0
muhammer,zeynep,0
muhittin,murat1,0
muhittin,murat2,0
muhittin,nalan,0
muhittin,neriman,0
muhittin,nesrin,0
muhittin,nida,0
muhittin,recep,0
muhittin,sadullah,0
muhittin,secil,0
muhittin,sevcan,0
muhittin,sibel,0
muhittin,yavuz,0
muhittin,yildirim,0
muhittin,yusuf1,0
muhittin,yusuf2,0
muhittin,yusuf3,0
muhittin,zeynep,0
murat1,murat2,1
murat1,nalan,0
murat1,neriman,0
murat1,nesrin,0
murat1,nida,0
murat1,recep,0
murat1,sadullah,1
murat1,secil,0
murat1,sevcan,1
murat1,sibel,0
murat1,yavuz,0
murat1,yildirim,1
murat1,yusuf1,0
murat1,yusuf2,1
murat1,yusuf3,0
murat1,zeynep,0
murat2,nalan,0
murat2,neriman,0
murat2,nesrin,0
murat2,nida,0
murat2,recep,0
murat2,sadullah,1
murat2,secil,0
murat2,sevcan,1
murat2,sibel,0
murat2,yavuz,0
murat2,yildirim,1
murat2,yusuf1,0
murat2,yusuf2,1
murat2,yusuf3,0
murat2,zeynep,0
nalan,neriman,0
nalan,nesrin,0
nalan,nida,0
nalan,recep,0
nalan,sadullah,0
nalan,secil,0
nalan,sevcan,0
nalan,sibel,0
nalan,yavuz,0
nalan,yildirim,0
nalan,yusuf1,0
nalan,yusuf2,0
nalan,yusuf3,0
nalan,zeynep,0
neriman,nesrin,1
neriman,nida,0
neriman,recep,0
neriman,sadullah,0
neriman,secil,0
neriman,sevcan,0
neriman,sibel,0
neriman,yavuz,0
neriman,yildirim,0
neriman,yusuf1,0
neriman,yusuf2,0
neriman,yusuf3,0
neriman,zeynep,0
nesrin,nida,0
nesrin,recep,0
nesrin,sadullah,0
nesrin,secil,0
nesrin,sevcan,0
nesrin,sibel,0
nesrin,yavuz,0
nesrin,yildirim,0
nesrin,yusuf1,0
nesrin,yusuf2,0
nesrin,yusuf3,0
nesrin,zeynep,0
nida,recep,0
nida,sadullah,0
nida,secil,1
nida,sevcan,0
nida,sibel,0
nida,yavuz,1
nida,yildirim,0
nida,yusuf1,0
nida,yusuf2,0
nida,yusuf3,1
nida,zeynep,1
recep,sadullah,0
recep,secil,0
recep,sevcan,0
recep,sibel,0
recep,yavuz,0
recep,yildirim,0
recep,yusuf1,0
recep,yusuf2,0
recep,yusuf3,0
recep,zeynep,0
sadullah,secil,0
sadullah,sevcan,1
sadullah,sibel,0
sadullah,yavuz,0
sadullah,yildirim,1
sadullah,yusuf1,0
sadullah,yusuf2,1
sadullah,yusuf3,0
sadullah,zeynep,0
secil,sevcan,0
secil,sibel,0
secil,yavuz,1
secil,yildirim,0
secil,yusuf1,0
secil,yusuf2,0
secil,yusuf3,1
secil,zeynep,1
sevcan,sibel,0
sevcan,yavuz,0
sevcan,yildirim,1
sevcan,yusuf1,0
sevcan,yusuf2,1
sevcan,yusuf3,0
sevcan,zeynep,0
sibel,yavuz,0
sibel,yildirim,0
sibel,yusuf1,0
sibel,yusuf2,0
sibel,yusuf3,0
sibel,zeynep,0
yavuz,yildirim,0
yavuz,yusuf1,0
yavuz,yusuf2,0
yavuz,yusuf3,1
yavuz,zeynep,1
yildirim,yusuf1,0
yildirim,yusuf2,1
yildirim,yusuf3,0
yildirim,zeynep,0
yusuf1,yusuf2,0
yusuf1,yusuf3,0
yusuf1,zeynep,0
yusuf2,yusuf3,0
yusuf2,zeynep,0
yusuf3,zeynep,1
