GameId,Team1Id,Team2Id,ResultOfTeam1,URL,Date,nb_rows_in_Actions,random_value,SUM(Actions.TotalRebounds),SUM(Actions.OffensiveRebounds),SUM(Actions.Assists),SUM(Actions.PersonalFouls),SUM(Actions.Turnovers),SUM(Actions.3PointsMade),SUM(Actions.FieldGoalsMade),SUM(Actions.FreeThrowsMade),SUM(Actions.FreeThrowAttempts),SUM(Actions.BlocksAgainst),SUM(Actions.Steals),SUM(Actions.Minutes),SUM(Actions.DefensiveRebounds),SUM(Actions.Points),SUM(Actions.BlockedShots),SUM(Actions.FieldGoalAttempts),STD(Actions.TotalRebounds),STD(Actions.OffensiveRebounds),STD(Actions.Assists),STD(Actions.PersonalFouls),STD(Actions.Turnovers),STD(Actions.FieldGoalsMade),STD(Actions.FreeThrowsMade),STD(Actions.FreeThrowAttempts),STD(Actions.BlocksAgainst),STD(Actions.PlusMinus),STD(Actions.Steals),STD(Actions.Starter),STD(Actions.Minutes),STD(Actions.DefensiveRebounds),STD(Actions.Points),STD(Actions.BlockedShots),STD(Actions.FieldGoalAttempts),MAX(Actions.TotalRebounds),MAX(Actions.OffensiveRebounds),MAX(Actions.Assists),MAX(Actions.PersonalFouls),MAX(Actions.Turnovers),MAX(Actions.FieldGoalsMade),MAX(Actions.FreeThrowsMade),MAX(Actions.FreeThrowAttempts),MAX(Actions.BlocksAgainst),MAX(Actions.PlusMinus),MAX(Actions.Steals),MAX(Actions.Minutes),MAX(Actions.DefensiveRebounds),MAX(Actions.Points),MAX(Actions.BlockedShots),MAX(Actions.FieldGoalAttempts),SKEW(Actions.TotalRebounds),SKEW(Actions.OffensiveRebounds),SKEW(Actions.Assists),SKEW(Actions.PersonalFouls),SKEW(Actions.Turnovers),SKEW(Actions.FieldGoalsMade),SKEW(Actions.FreeThrowsMade),SKEW(Actions.FreeThrowAttempts),SKEW(Actions.BlocksAgainst),SKEW(Actions.PlusMinus),SKEW(Actions.Steals),SKEW(Actions.Starter),SKEW(Actions.Minutes),SKEW(Actions.DefensiveRebounds),SKEW(Actions.Points),SKEW(Actions.BlockedShots),SKEW(Actions.FieldGoalAttempts),MIN(Actions.PlusMinus),MEAN(Actions.TotalRebounds),MEAN(Actions.OffensiveRebounds),MEAN(Actions.Assists),MEAN(Actions.PersonalFouls),MEAN(Actions.Turnovers),MEAN(Actions.FieldGoalsMade),MEAN(Actions.FreeThrowsMade),MEAN(Actions.FreeThrowAttempts),MEAN(Actions.BlocksAgainst),MEAN(Actions.Steals),MEAN(Actions.Starter),MEAN(Actions.Minutes),MEAN(Actions.DefensiveRebounds),MEAN(Actions.Points),MEAN(Actions.BlockedShots),MEAN(Actions.FieldGoalAttempts),MODE(Actions.TeamId),MODE(Actions.PlayerId),DAY(Date),MONTH(Date),WEEKDAY(Date),NUM_CHARACTERS(URL),add_numerical
11,3,4,1,http://www.nba.com/games/20140401/GSWDAL/gameinfo.html?ls=slt,2014-04-01,25,0.6002961908554575,95.0,20.0,63.0,34.0,21.0,78.0,87.0,38.0,43.0,15.0,17.0,28800.0,75.0,236.0,15.0,191.0,3.7088252338691587,1.1766968108291043,3.0485810066071974,1.3196736193235288,0.8494342008292705,3.94909921569269,2.4532552941880184,2.622095462675724,0.9021342216356467,13.725887949418793,0.9774377808252631,0.49613893835683387,780.0503455152505,3.0896850723259552,10.939554202701597,0.9454343731037886,7.304477025453953,15.0,4.0,10.0,4.0,3.0,15.0,9.0,9.0,3.0,27.0,3.0,2134.0,14.0,40.0,3.0,26.0,1.2904016127799889,1.4437779326450684,1.1503285351300343,0.623213308579856,0.8195597095439283,1.565546828707436,1.952040954347963,1.7224143112984776,1.6993937805226227,0.31138178624079293,1.3402222858977095,0.5038911092686594,-0.2447145278233482,1.9329477597351676,1.633320168935417,1.2989321230420858,1.0623638981984231,-20.0,3.6538461538461537,0.7692307692307693,2.423076923076923,1.3076923076923077,0.8076923076923077,3.3461538461538463,1.4615384615384615,1.6538461538461537,0.5769230769230769,0.6538461538461539,0.38461538461538464,1107.6923076923076,2.8846153846153846,9.076923076923077,0.5769230769230769,7.346153846153846,1.0,1.0,1.0,4.0,1.0,61.0,18
12,5,6,-1,http://www.nba.com/games/20140401/HOUBKN/gameinfo.html?ls=slt,2014-04-01,26,0.12632049077814378,89.0,24.0,55.0,29.0,21.0,75.0,99.0,15.0,22.0,10.0,12.0,31800.0,65.0,246.0,8.0,187.0,3.5364765892999586,1.3686976778431872,2.4664414311581235,1.2476644848141933,1.106044001535804,4.1581245772583575,1.0801234497346435,1.4236104336041748,0.6454972243679028,7.466592261534039,0.7702813338860894,0.5,1001.4101307656117,2.8136571693556887,10.458967444255672,0.47609522856952335,7.439310003846683,11.0,4.0,7.0,3.0,4.0,13.0,4.0,4.0,2.0,15.0,2.0,2830.0,10.0,33.0,1.0,24.0,0.6915308454682644,1.3494397768530302,0.6375032801577041,0.5121943050233355,1.3454200969213037,0.7904635409942576,1.9839002137983242,1.4528499407382005,1.4144808742670565,-0.018278598991136576,1.261442812803142,0.434782608695652,0.0766666577792026,0.9832720272916377,0.8147565831017264,0.8219035275816574,0.9403649060733984,-15.0,3.56,0.96,2.2,1.16,0.84,3.96,0.6,0.88,0.4,0.48,0.4,1272.0,2.6,9.84,0.32,7.48,4.0,27.0,1.0,4.0,1.0,61.0,23
13,20,25,-1,http://www.nba.com/games/20140402/DETIND/gameinfo.html,2014-04-02,26,0.18110947977606218,108.0,21.0,36.0,41.0,27.0,78.0,76.0,33.0,45.0,9.0,14.0,28800.0,87.0,187.0,10.0,167.0,6.070863580692999,1.69750948790823,1.6511068548564158,1.553655738523227,1.1825656592602114,3.2115177336963523,3.2318130182012985,3.4357845369893885,0.5615911461059686,7.435052118176443,0.6468860320501119,0.49613893835683387,856.5617207991854,4.621188658276635,7.848664756602773,0.7524319545007682,5.900325936238282,23.0,6.0,6.0,5.0,4.0,13.0,16.0,16.0,2.0,17.0,2.0,2477.0,17.0,32.0,2.0,21.0,2.4806989602507863,2.5048473460085834,1.115607055087979,0.7113303780868775,0.863759350033486,1.2840678534355159,4.128044028492847,3.196590677261135,1.4028085797138388,-0.11702887355867528,0.8070336932069818,0.5038911092686594,-0.18632482475568451,2.1469687071043158,1.3006844430908104,1.6468338796227238,0.6055229407761217,-17.0,4.153846153846154,0.8076923076923077,1.3846153846153846,1.5769230769230769,1.0384615384615385,2.923076923076923,1.2692307692307692,1.7307692307692308,0.34615384615384615,0.5384615384615384,0.38461538461538464,1107.6923076923076,3.3461538461538463,7.1923076923076925,0.38461538461538464,6.423076923076923,5.0,52.0,1.0,4.0,1.0,61.0,58
14,6,7,-1,http://www.nba.com/games/20140402/BKNNYK/gameinfo.html,2014-04-02,25,0.0001255317660810995,94.0,27.0,40.0,39.0,15.0,78.0,73.0,37.0,52.0,11.0,11.0,28800.0,67.0,195.0,11.0,172.0,4.587608728537542,1.9283312833798916,2.26681749121131,1.5556349186104046,0.856648208920181,2.939649377313298,1.747525723371806,2.4819347291981715,0.5777942140988899,7.238784428341543,0.8086075400626399,0.49613893835683387,903.0027583227317,3.151800462251085,8.04114419718985,0.8086075400626399,6.481215460556288,16.0,7.0,9.0,5.0,3.0,9.0,5.0,7.0,2.0,15.0,3.0,2368.0,12.0,27.0,3.0,21.0,1.5854588616146807,2.116814558987154,2.07748592702506,0.7251696140643407,1.3961586086732949,0.6956754275058339,0.748089008596563,0.731258176769785,0.9969585231271588,-0.03358709924285854,1.990349687539653,0.5038911092686594,0.07288300748940456,1.6361708374696062,0.8063424443851115,1.990349687539653,0.8504597517902726,-16.0,3.6153846153846154,1.0384615384615385,1.5384615384615385,1.5,0.5769230769230769,2.8076923076923075,1.4230769230769231,2.0,0.4230769230769231,0.4230769230769231,0.38461538461538464,1107.6923076923076,2.576923076923077,7.5,0.4230769230769231,6.615384615384615,20.0,243.0,2.0,4.0,2.0,54.0,27
15,26,27,1,http://www.nba.com/games/20140402/CLEORL/gameinfo.html,2014-04-02,25,0.7476535701640241,64.0,16.0,32.0,41.0,31.0,75.0,68.0,36.0,48.0,5.0,20.0,28800.0,48.0,191.0,5.0,135.0,2.5508168626278653,0.6377042156569663,1.4866068747318506,1.4966629547095764,0.9255628917943215,2.47521042876493,2.1617893822787946,2.580697580112788,0.5,15.806116959371563,1.1547005383792515,0.49999999999999994,598.5529077143751,2.3965252624024918,6.756971708292603,0.5773502691896257,4.769696007084728,10.0,2.0,6.0,5.0,3.0,9.0,7.0,8.0,2.0,33.0,5.0,2241.0,9.0,24.0,2.0,16.0,1.4387607357803789,0.47278469419668034,1.4598177435713797,0.7595832171394945,0.16285864248125545,1.1738863537158477,1.3664794708860521,1.2500023547214794,2.608695652173912,0.14354593938438567,2.188596808476977,0.43478260869565194,-0.2717711643965571,1.879155841959943,1.0719188435443616,2.823995881905777,0.9421040505847718,-32.0,2.56,0.64,1.28,1.64,1.24,2.72,1.44,1.92,0.2,0.8,0.4,1152.0,1.92,7.64,0.2,5.4,6.0,65.0,2.0,4.0,2.0,54.0,68
16,21,24,-1,http://www.nba.com/games/20140402/CHAPHI/gameinfo.html,2014-04-02,25,0.25446776801311854,71.0,15.0,49.0,36.0,29.0,75.0,80.0,37.0,44.0,8.0,13.0,28800.0,56.0,217.0,8.0,157.0,3.077878056930348,1.3228756555322954,2.207562758639793,1.3564659966250534,1.4047538337136984,2.516611478423583,2.1236760581595298,2.203784623475413,0.6271629240742259,12.479983974348688,0.8225975119502045,0.5,650.854886540259,2.2781571499789037,7.075309180523491,0.7483314773547882,4.439594576084622,11.0,5.0,8.0,4.0,4.0,10.0,8.0,8.0,2.0,28.0,3.0,2011.0,8.0,26.0,3.0,16.0,1.0488219712757703,2.4649856935384387,1.0904938495971128,0.7363387862319827,0.8686092248879269,0.8285904647886868,1.8033589909340684,1.3213628110796922,1.857683167558082,0.409896362480004,1.639541552051347,0.434782608695652,-0.6703762683939836,0.9191978871416396,0.7564977272266927,2.623849692533079,0.3380252030521944,-20.0,2.84,0.6,1.96,1.44,1.16,3.2,1.48,1.76,0.32,0.52,0.4,1152.0,2.24,8.68,0.32,6.28,27.0,319.0,2.0,4.0,2.0,54.0,61
17,5,17,-1,http://www.nba.com/games/20140402/HOUTOR/gameinfo.html,2014-04-02,26,0.7655246781797392,79.0,16.0,53.0,41.0,20.0,75.0,77.0,46.0,61.0,6.0,6.0,28800.0,63.0,216.0,6.0,162.0,3.0506829836393465,1.1503622617824931,1.87794213613377,1.468559384794046,1.0,2.64449112937316,1.9510680835549197,2.754995462791182,0.5228129047119374,14.713938969562163,0.597215762238964,0.5,549.6432176118129,2.535087112244206,6.793869785819174,0.5228129047119373,4.796873982084583,10.0,4.0,5.0,5.0,4.0,10.0,7.0,10.0,2.0,25.0,2.0,2048.0,9.0,25.0,2.0,18.0,0.7731594924603102,2.215450634490393,0.18112451893232534,0.601547599804483,1.793478260869565,1.0670081313633888,0.9388106753969601,1.13583919430634,2.196698558581958,-0.2359486550156388,2.4432760053471005,0.434782608695652,-0.6613497747886021,1.0420856566764054,0.6690662569851427,2.196698558581958,0.940464561751864,-28.0,3.16,0.64,2.12,1.64,0.8,3.08,1.84,2.44,0.24,0.24,0.4,1152.0,2.52,8.64,0.24,6.48,24.0,256.0,2.0,4.0,2.0,54.0,39
18,15,23,-1,http://www.nba.com/games/20140402/BOSWAS/gameinfo.html,2014-04-02,25,0.234382882543693,83.0,13.0,39.0,55.0,28.0,78.0,70.0,51.0,69.0,4.0,15.0,28800.0,70.0,210.0,4.0,162.0,3.5667265751019475,0.7615773105863909,2.1587033144922905,1.7510436448455091,1.262476199318686,2.8950886793910926,2.7052655208798893,3.3816245526942543,0.3679464844031199,6.609084656743322,0.7575263387144725,0.4961389383568338,883.1552873297321,3.259070183585875,8.447120583598068,0.36794648440311994,6.1923029144749835,15.0,3.0,8.0,5.0,4.0,10.0,10.0,12.0,1.0,15.0,2.0,2407.0,13.0,29.0,1.0,19.0,1.6057057344314325,1.765845131561786,1.8738398882913518,0.051864990793435324,1.1369150452917702,0.9753720382925944,1.7380985497836259,1.473526689427813,2.038339899392284,0.21795396265751515,0.914858606491093,0.5038911092686593,0.07969505468201289,1.5896450466567629,0.9454372564787884,2.038339899392284,0.8041042258222788,-14.0,3.1923076923076925,0.5,1.5,2.1153846153846154,1.0769230769230769,2.6923076923076925,1.9615384615384615,2.6538461538461537,0.15384615384615385,0.5769230769230769,0.38461538461538464,1107.6923076923076,2.6923076923076925,8.076923076923077,0.15384615384615385,6.230769230769231,5.0,52.0,2.0,4.0,2.0,54.0,56
19,16,22,1,http://www.nba.com/games/20140402/CHIATL/gameinfo.html,2014-04-02,24,0.06465750895379951,70.0,16.0,49.0,46.0,35.0,75.0,77.0,43.0,51.0,6.0,18.0,28800.0,54.0,210.0,6.0,153.0,2.533114025595111,0.8602325267042626,2.745906043549196,1.518771433319269,1.6072751268321592,2.8124722220850464,2.3007245235649862,2.7459060435491964,0.5972157622389639,16.09606577190008,0.9363047936792092,0.5,655.8830561413622,2.1150256105620406,7.404953297174354,0.4358898943540673,4.772490614623215,8.0,3.0,10.0,5.0,7.0,10.0,8.0,10.0,2.0,30.0,3.0,2183.0,7.0,25.0,1.0,15.0,0.8960923140841125,1.6610708426848908,1.7646761389574264,0.9136728448348417,1.9633727740337643,0.8518329855392959,1.4215713035769788,1.4509181368372719,2.4432760053471,0.3169469184087005,1.2813161251044274,0.434782608695652,-0.22306864426288406,0.9208303916558972,0.6252087866325517,1.2966976262249144,0.4267133258742095,-26.0,2.8,0.64,1.96,1.84,1.4,3.08,1.72,2.04,0.24,0.72,0.4,1152.0,2.16,8.4,0.24,6.12,23.0,180.0,2.0,4.0,2.0,54.0,57
20,18,19,1,http://www.nba.com/games/20140402/MILMIA/gameinfo.html,2014-04-02,26,0.7532517911074575,75.0,16.0,51.0,36.0,29.0,72.0,72.0,33.0,41.0,6.0,20.0,28800.0,59.0,197.0,6.0,150.0,3.040487661114793,0.9168313422570846,2.3648237364226166,1.2510864843424487,1.6145847942957392,2.7346409032202414,1.6368713529434609,2.0742555849952673,0.531609533071195,8.350995775042794,1.0494995356656043,0.5036101551853348,841.1442517035429,2.466808652396094,7.413144416840099,0.5316095330711949,5.526615443548571,11.0,3.0,8.0,4.0,5.0,8.0,5.0,7.0,2.0,22.0,3.0,2453.0,9.0,23.0,2.0,17.0,1.2473948969416984,1.1214856198228484,0.9996099786674669,0.21799234196875997,1.1867076824870488,0.5427197996877183,0.8263156261369715,1.0001305194963268,2.131013577432246,1.1087450124997598,0.6063496121130222,0.36102961774325276,-0.11814903886644698,1.2962812811668676,0.6497563073453847,2.131013577432246,0.630740860501391,-14.0,3.125,0.6666666666666666,2.125,1.5,1.2083333333333333,3.0,1.375,1.7083333333333333,0.25,0.8333333333333334,0.4166666666666667,1200.0,2.4583333333333335,8.208333333333334,0.25,6.25,16.0,192.0,2.0,4.0,2.0,54.0,57
21,9,14,-1,http://www.nba.com/games/20140402/MEMMIN/gameinfo.html,2014-04-02,26,0.9603902301708925,77.0,19.0,40.0,28.0,26.0,78.0,71.0,18.0,23.0,8.0,15.0,28799.0,58.0,173.0,8.0,150.0,3.526820315590452,1.4016473824094935,2.044128552332641,1.1286479317511526,1.469693845669907,2.341925571963248,1.5170822197687446,1.7737400728838049,0.5491251783869153,12.319090875547595,0.6433087546786177,0.4961389383568338,819.5591469714773,2.388433667618882,5.7337060105471584,0.5491251783869153,4.554625712900609,16.0,6.0,8.0,4.0,5.0,7.0,6.0,6.0,2.0,18.0,2.0,2724.0,10.0,19.0,2.0,15.0,2.1918268164367456,2.7881388141404706,1.7208668430303555,0.9234682508865565,1.7199349274172007,0.635108688725538,2.430873011721859,1.9588958834821217,1.6445452877294517,-0.3137447493584152,0.667436944728476,0.5038911092686594,0.12562178851988737,1.4978017871085252,0.5778398688320503,1.6445452877294522,0.34092885350777663,-27.0,2.9615384615384617,0.7307692307692307,1.5384615384615385,1.0769230769230769,1.0,2.730769230769231,0.6923076923076923,0.8846153846153846,0.3076923076923077,0.5769230769230769,0.38461538461538464,1107.6538461538462,2.230769230769231,6.653846153846154,0.3076923076923077,5.769230769230769,18.0,217.0,2.0,4.0,2.0,54.0,44
22,3,28,-1,http://www.nba.com/games/20140402/GSWSAS/gameinfo.html,2014-04-02,25,0.050022634396497345,84.0,23.0,55.0,28.0,25.0,78.0,83.0,15.0,22.0,9.0,14.0,28800.0,61.0,190.0,9.0,176.0,3.6475492299097736,1.2108483993274493,2.87509197177305,1.2303845552696742,1.2483835702465562,2.8847076908308162,1.101746864686328,1.4336612624272915,0.6287961636211018,9.16515138991168,0.7060180864974624,0.49613893835683387,736.802104732649,2.71208123318322,6.540759777085417,0.7452413135250993,5.248296426900389,16.0,4.0,10.0,5.0,5.0,10.0,4.0,5.0,2.0,15.0,3.0,2167.0,12.0,24.0,3.0,18.0,1.9424926721274272,1.2626322537907693,1.4940895572370796,1.3785431588178187,1.5479049213067855,0.972609537620106,1.9274610280749769,1.6148303794993928,1.6831619211223612,-0.3086744014028645,1.7005474886724912,0.5038911092686594,-0.02364801194725508,2.0005845271633396,1.036624986750783,2.460672778829584,0.750903263221923,-19.0,3.230769230769231,0.8846153846153846,2.1153846153846154,1.0769230769230769,0.9615384615384616,3.1923076923076925,0.5769230769230769,0.8461538461538461,0.34615384615384615,0.5384615384615384,0.38461538461538464,1107.6923076923076,2.3461538461538463,7.3076923076923075,0.34615384615384615,6.769230769230769,9.0,103.0,2.0,4.0,2.0,54.0,53
23,10,12,1,http://www.nba.com/games/20140402/NOPDEN/gameinfo.html,2014-04-02,26,0.36295212300913415,71.0,12.0,52.0,32.0,24.0,75.0,80.0,29.0,32.0,4.0,12.0,28799.0,59.0,210.0,4.0,168.0,2.853068523537421,1.0456258094238746,2.59679289380831,1.2423096769056148,1.171893055416463,2.7838821814150108,1.4047538337136984,1.514375558880073,0.4725815626252608,12.332207155790618,0.8717797887081346,0.5,763.5035734472149,2.196208854670551,6.800735254367722,0.4725815626252608,5.6014878975738815,9.0,4.0,10.0,4.0,4.0,10.0,4.0,4.0,2.0,21.0,4.0,2138.0,8.0,22.0,2.0,18.0,0.8656158590623899,2.43439533820691,1.7513423500735603,0.4095437527453951,1.433966931362504,0.49372565494036275,0.9666375321387314,0.8113596580363261,3.143159210967551,-0.2748508460134466,2.9372563638576503,0.434782608695652,-0.4142967650277999,0.7816037183397047,0.10315467200705121,3.143159210967551,0.308218772702484,-25.0,2.84,0.48,2.08,1.28,0.96,3.2,1.16,1.28,0.16,0.48,0.4,1151.96,2.36,8.4,0.16,6.72,28.0,27.0,2.0,4.0,2.0,54.0,45
24,13,29,1,http://www.nba.com/games/20140402/LACPHX/gameinfo.html,2014-04-02,26,0.3915504591617781,82.0,16.0,55.0,54.0,27.0,78.0,87.0,53.0,70.0,19.0,13.0,28800.0,66.0,244.0,19.0,166.0,2.9757998278420237,0.8038369524685003,2.8750919717730503,1.5211331808379416,1.076318511622623,3.333974297349129,2.821074536140713,3.461435895916384,1.0023050357128735,14.308039698015934,0.7615773105863908,0.49613893835683387,676.7577273577757,2.403843076921108,8.662918321567728,1.185164707800306,5.185185999185935,13.0,2.0,12.0,5.0,4.0,14.0,9.0,10.0,4.0,29.0,2.0,2007.0,11.0,34.0,4.0,19.0,1.5946332136092356,0.8441655070566307,2.139550746345241,0.22947967563489677,1.1696947788515883,1.531055075605959,1.1156741592667816,1.0336207649290559,1.6264194982648823,0.27729622918268343,1.1772300877078574,0.5038911092686594,-0.5922586650601799,1.7924793976764815,1.2664172512602758,1.5063924017261012,0.7798706391055233,-21.0,3.1538461538461537,0.6153846153846154,2.1153846153846154,2.076923076923077,1.0384615384615385,3.3461538461538463,2.0384615384615383,2.6923076923076925,0.7307692307692307,0.5,0.38461538461538464,1107.6923076923076,2.5384615384615383,9.384615384615385,0.7307692307692307,6.384615384615385,10.0,116.0,2.0,4.0,2.0,54.0,66
25,2,11,-1,http://www.nba.com/games/20140402/LALSAC/gameinfo.html,2014-04-02,27,0.32393826466564035,74.0,24.0,35.0,50.0,27.0,78.0,73.0,55.0,63.0,8.0,14.0,28800.0,50.0,220.0,8.0,157.0,3.3668062931188385,1.5472059183722617,2.448547450098653,1.5472059183722617,1.3994504415882467,2.842804682270392,2.9438331892540797,3.336741847048728,0.4706787243316417,7.177743377970544,0.8593378488473195,0.49613893835683387,922.2555294160408,2.3138379705256273,8.125174554337988,0.5491251783869153,6.062875682253558,11.0,6.0,9.0,5.0,5.0,9.0,11.0,12.0,1.0,19.0,3.0,2543.0,10.0,23.0,2.0,17.0,1.186416754795868,1.9634863735431185,2.2560284934495836,-0.0020768842538008052,1.444288186779911,0.5955500789012437,1.7120945356551565,1.5370423576150616,0.885246443332081,-0.0914014149119125,1.920083006018229,0.5038911092686593,0.010596819830131513,1.8431088203833939,0.3551406522903561,1.6445452877294522,0.5010655484906775,-20.0,2.8461538461538463,0.9230769230769231,1.3461538461538463,1.9230769230769231,1.0384615384615385,2.8076923076923075,2.1153846153846154,2.423076923076923,0.3076923076923077,0.5384615384615384,0.38461538461538464,1107.6923076923076,1.9230769230769231,8.461538461538462,0.3076923076923077,6.038461538461538,13.0,154.0,2.0,4.0,2.0,54.0,38
26,28,30,-1,http://www.nba.com/games/20140403/SASOKC/gameinfo.html,2014-04-03,26,0.45230969089356243,99.0,22.0,42.0,39.0,18.0,81.0,79.0,34.0,47.0,10.0,15.0,28800.0,77.0,209.0,10.0,182.0,4.411523371981436,1.3311948663061213,2.4231786710424124,1.6486202467362574,0.9999999999999999,3.668220339052775,2.030395804395567,2.535783790112917,0.6292943635623919,5.43492976389406,0.8473185457363234,0.49210287762341137,977.8280484357625,3.5809721896939974,9.247006137508642,1.005681863909264,7.608662030326874,15.0,6.0,10.0,6.0,3.0,12.0,8.0,10.0,2.0,11.0,3.0,2763.0,11.0,31.0,4.0,24.0,1.1669760892999261,2.584386125943206,2.0375272510529623,0.9956868097501108,1.4953846153846162,1.2907448186661754,2.0602844054641194,1.7972681278246625,1.5314629575554655,-0.25615556418939167,1.4516382371061227,0.5689867154450456,0.2130547599857576,0.9826184021819928,1.0916000742051002,2.8345984228759176,0.8883503372043693,-14.0,3.6666666666666665,0.8148148148148148,1.5555555555555556,1.4444444444444444,0.6666666666666666,2.925925925925926,1.2592592592592593,1.7407407407407407,0.37037037037037035,0.5555555555555556,0.37037037037037035,1066.6666666666667,2.8518518518518516,7.7407407407407405,0.37037037037037035,6.7407407407407405,11.0,14.0,2.0,4.0,2.0,54.0,84
27,4,13,1,http://www.nba.com/games/20140403/DALLAC/gameinfo.html,2014-04-03,26,0.18537748195902326,81.0,21.0,36.0,34.0,31.0,78.0,78.0,29.0,35.0,8.0,19.0,28799.0,60.0,200.0,8.0,169.0,3.011005454354715,1.0590271297461937,1.5251733823253821,1.225372784722454,1.3570329625836144,3.2619012860600183,2.0654669801654655,2.189836664088127,0.5491251783869153,7.299315036357864,1.313246124919234,0.49613893835683387,785.9887501641581,2.54195563720897,8.317544016206854,0.7358929688062399,6.8949256703752795,12.0,3.0,6.0,4.0,4.0,11.0,7.0,8.0,2.0,13.0,5.0,2390.0,10.0,28.0,3.0,26.0,1.1469040880097372,0.8522976273799859,1.2631923189282894,0.4849644961035814,0.9754560265806045,1.1611614370885397,2.0754984046963125,1.9206029995516678,1.6445452877294524,-0.47132029487412397,2.264037276621784,0.5038911092686593,-0.033125970474328505,1.5094302613863186,1.2235360106183697,2.6907630868871624,1.2377939478202014,-16.0,3.1153846153846154,0.8076923076923077,1.3846153846153846,1.3076923076923077,1.1923076923076923,3.0,1.1153846153846154,1.3461538461538463,0.3076923076923077,0.7307692307692307,0.38461538461538464,1107.6538461538462,2.3076923076923075,7.6923076923076925,0.3076923076923077,6.5,28.0,347.0,3.0,4.0,3.0,54.0,44
28,9,10,1,http://www.nba.com/games/20140404/DENMEM/gameinfo.html,2014-04-04,26,0.3341895459148021,87.0,20.0,50.0,41.0,17.0,78.0,80.0,40.0,49.0,13.0,11.0,28800.0,67.0,220.0,13.0,173.0,4.049121462167394,1.4228898005873065,3.199038317033129,1.6534346536365307,0.891843380524078,3.3695468766358116,2.158346945804019,2.5349859656719693,1.0295630140987,7.730459236035075,0.8086075400626399,0.4961389383568338,941.0190548221972,3.0354317903464993,8.79195436398879,0.8124038404635959,6.474209188417117,15.0,5.0,11.0,5.0,3.0,10.0,7.0,8.0,5.0,17.0,3.0,2379.0,11.0,26.0,3.0,23.0,1.4231490886740155,1.885691146271952,1.9894734144999737,0.5149492911262641,1.1440455802415859,0.811549132760147,1.3524649097497685,1.1615282232982314,3.5735989275408784,0.3230497112238206,1.9903496875396525,0.5038911092686593,0.03775379110702095,1.4429952125502183,0.6911689173528316,1.6971705574423153,0.7876049345988954,-15.0,3.3461538461538463,0.7692307692307693,1.9230769230769231,1.5769230769230769,0.6538461538461539,3.076923076923077,1.5384615384615385,1.8846153846153846,0.5,0.4230769230769231,0.38461538461538464,1107.6923076923076,2.576923076923077,8.461538461538462,0.5,6.653846153846154,4.0,39.0,3.0,4.0,3.0,54.0,47
29,24,27,1,http://www.nba.com/games/20140404/ORLCHA/gameinfo.html,2014-04-04,26,0.21083079504419266,84.0,24.0,34.0,53.0,31.0,78.0,61.0,61.0,70.0,8.0,16.0,28800.0,60.0,192.0,8.0,163.0,3.9729857015367402,1.293772064100224,1.407671290301277,1.9283312833798913,1.3272296189953197,2.7120812331832207,3.1361416765485286,3.663541791973781,0.5491251783869152,7.509993342207435,0.8521466107154603,0.4961389383568338,878.6555078860324,2.9902405357326125,8.109633397765514,0.7358929688062398,6.050174822648961,15.0,5.0,4.0,6.0,5.0,8.0,10.0,12.0,2.0,17.0,2.0,2499.0,12.0,24.0,3.0,22.0,1.5979016847086585,1.5941757108771708,0.7070838353844698,0.5576323777425113,1.2864568092433806,0.8275581530319852,1.380393620733212,1.4140161332080303,1.6445452877294522,-0.15039062921212892,0.870185264371621,0.5038911092686594,0.12020977271554824,1.6805070964757145,0.760606736031879,2.6907630868871624,0.8322437930451161,-17.0,3.230769230769231,0.9230769230769231,1.3076923076923077,2.0384615384615383,1.1923076923076923,2.3461538461538463,2.3461538461538463,2.6923076923076925,0.3076923076923077,0.6153846153846154,0.38461538461538464,1107.6923076923076,2.3076923076923075,7.384615384615385,0.3076923076923077,6.269230769230769,9.0,103.0,4.0,4.0,4.0,54.0,80
30,17,25,1,http://www.nba.com/games/20140404/INDTOR/gameinfo.html,2014-04-04,26,0.9876378421979926,88.0,23.0,36.0,41.0,27.0,78.0,64.0,34.0,41.0,17.0,13.0,28800.0,65.0,182.0,15.0,165.0,3.753152521035329,1.3061982415214954,2.299163727565709,1.527693082345454,1.112861868545031,3.0754611911811764,1.6677944901990958,2.0429993034375107,0.8458041235325204,10.943491216243562,0.8124038404635961,0.4961389383568338,727.8496970793225,2.7604347483684526,7.4833147735478835,1.2057554287027508,6.869889709113576,16.0,5.0,10.0,5.0,4.0,13.0,4.0,6.0,3.0,20.0,3.0,2205.0,12.0,29.0,5.0,24.0,1.8378317151139756,1.8628667087179496,2.8239502998172488,0.8632107950374132,0.8623058766917542,1.8859806340158036,0.6450281150375808,0.8100807808796513,1.1924772207602679,-0.5320646926584577,1.6971705574423153,0.5038911092686594,-0.43078428437516914,1.9653414570296397,1.1812946892529157,2.5486228797842303,1.1211538949583406,-21.0,3.3846153846153846,0.8846153846153846,1.3846153846153846,1.5769230769230769,1.0384615384615385,2.4615384615384617,1.3076923076923077,1.5769230769230769,0.6538461538461539,0.5,0.38461538461538464,1107.6923076923076,2.5,7.0,0.5769230769230769,6.346153846153846,24.0,293.0,4.0,4.0,4.0,54.0,72
